,code,name,image,price,department
3273,703797,Betty Crocker Brownie Mix Chocolate Fudge 500 Gm,/lulucommercewebservices/v2/medias/703797-0001.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wyNjExNHxpbWFnZS9qcGVnfGltYWdlcy9oZjYvaDVjLzkxMTM4MjU5MDI2MjIuanBnfGJiZWViYWIyOTQzYTRjMjRmZjNlMDE1MDhhN2RiN2EwZmIzNWEzMTRjNGUxNzgxMmI2NTUzMjA2YzQ5MzI1NGM,12.3,GROCERY
3293,24966,Betty Crocker SuperMoist Cake Mix White Chocolate Swirl 500 Gm,/lulucommercewebservices/v2/medias/24966-0001.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wyNjUzMXxpbWFnZS9qcGVnfGltYWdlcy9oYzcvaGNmLzkwODExMzA4NzY5NTguanBnfGZkYTFiYjk1ODg0OThiZTk4OGM1YjJmN2JiNDRkZGI5M2EwYjA4MTY5MzdiMDE4YTEwNTY0NzJjOTRhZjMyMzA,8.75,GROCERY
3313,491840,Eastern Roasted Rice powder 1 Kg,/lulucommercewebservices/v2/medias/491840-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wxMDE0MXxpbWFnZS9qcGVnfGltYWdlcy9oMjMvaGViLzkxMDgyOTEwNTk3NDIuanBnfDM2YTEyY2QyYzA2MTk3YzhjMjU5Y2U0MGFiYjdmYmNiYTU4YjM3MTMzMTkyMGU2YzcyNDdiZDk0NWYwNzVmMDU,6.95,GROCERY
3333,74808,Datar Idli Rava 500 Gm,/lulucommercewebservices/v2/medias/74808-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wxMDA2MXxpbWFnZS9qcGVnfGltYWdlcy9oMmUvaDM4LzkxMTUxNDMwNDUxNTAuanBnfDkxZWQ5MjI2OWE1YWUwODNiMTQyMjJmZGYwZDhjZmZmYmYzMjk4YTI0YjQyMmI5M2U5NzYxM2M1YmE4M2Y3NWI,3.2,GROCERY
3353,13748,Foster Clark's Essence Mango 28 Ml,/lulucommercewebservices/v2/medias/13748-00001.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wxMDc5NHxpbWFnZS9qcGVnfGltYWdlcy9oMTkvaGM5LzkwNzQ1ODQxNTgyMzguanBnfDE1NmRkZjg0ZmRkY2ViMWQwMzdlZjI5MTBkNWJlZDBmM2E3ODJlYzE3ODg2NTg4MDA0OGYwYjRkMzkzOGQ3M2I,2.0,GROCERY
3373,12374,Dream Whip Whipped Topping Mix 72g,/lulucommercewebservices/v2/medias/12374-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3w3Mjg4fGltYWdlL2pwZWd8aW1hZ2VzL2hkMy9oMDcvaDAwLzkyNjg1ODA5MDkwODYuanBnfGM0NmRkNTMyN2I5NjFlMTk0NTU4YjZiMjBhZDFkNGYxNGE1MWYzYzNmZWI3M2ViNTMzNTE2N2ZmZWJhNmE4OTc,5.5,GROCERY
3393,804405,Lulu Disinfectant Rose 2 x 1.5Litre,/lulucommercewebservices/v2/medias/804405-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wzNzkyN3xpbWFnZS9qcGVnfGltYWdlcy9oZWIvaDc4L2gwMC85MjYwMDk2NzQ5NTk4LmpwZ3xmODYyZWM3ZWY0MzUxM2I5ZWQ5NTdhNjhjNGU5NDI3MTYwOGM5N2UzOWNlMGI3OTQxOGZjZDRiMWYzOTBmN2U5,19.95,GROCERY
3413,1074701,Pillsburry Sugar Free Premium Cake Mix Classic Yellow 454 Gm,/lulucommercewebservices/v2/medias/1074701-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wxMTQ1MXxpbWFnZS9qcGVnfGltYWdlcy9oNmQvaGQ3LzkwOTU1ODQ0MTU3NzQuanBnfDk0Zjg3YmVhNDU3MjY5NGJkNGJiYzY1NzMzNTU1ZTlkZmFhNTA5MWE2YmUzMTg4ZDY4Nzk5ZWU3NzM3ZTU2ZTg,17.95,GROCERY
3433,1519268,Vegg Egg Substitute Power Scramble Original Blend 107g,/lulucommercewebservices/v2/medias/1519268-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wxODMzNHxpbWFnZS9qcGVnfGltYWdlcy9oODgvaDhhL2gwMC85MjY0NTI4MDMxNzc0LmpwZ3wzZDhjY2RmOThjZTVhYjVlOGE3NTU2OWQwMGNhZTdhNDNlZmQ0MjE2NGU3MzViNWEzNTM4OWM1MTY3Y2ZhMjAy,44.9,GROCERY
3453,569325,Kenwood Mini Chopper CH180,/lulucommercewebservices/v2/medias/569325-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wyNjI5OHxpbWFnZS9qcGVnfGltYWdlcy9oMGEvaDRlLzkxMTA1MjM2MDkxMTguanBnfDg5YWMxNGQ5NTU1NmMzM2YwMjEwNzJkODI0ZDYxNDUyOWVjMTUzYWY1ZmE5YWVjMzE0N2NjZTFhNDJlNjA5MzQ,89.0,ELECTRONICS
3473,1229488,Kenwood Slow Juicer JMP800SI 240W,/lulucommercewebservices/v2/medias/1229488-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3w0MDQ4MnxpbWFnZS9qcGVnfGltYWdlcy9oNjYvaDJkLzkxMDEzMTYwNjMyNjIuanBnfGNmZDUzYjIwMTYzMjZlZjI3OTEzZWU1YjgxN2NmYjhjYzlmYjMxMmVlMDYyZjkwMmVlYWY5MGZiY2Y2MzM1MTA,999.0,ELECTRONICS
3493,639702,Kenwood Citrus Juicer JE297,/lulucommercewebservices/v2/medias/639702-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wyMDM3NXxpbWFnZS9qcGVnfGltYWdlcy9oNDcvaGNmLzkxNTUwOTYwMTg5NzQuanBnfDNjOTFhMGIxY2Y4NWUzZjc0Nzk3MjU2ZWVlMWI1NDBlYWY5M2Q0MmY2ODY1ZDFlZjc0YmY4YzhmOTI3MGYxODg,149.0,ELECTRONICS
3513,1567965,Camel School Coloring 52's Set,/lulucommercewebservices/v2/medias/1567965-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wzMTkyN3xpbWFnZS9qcGVnfGltYWdlcy9oOWMvaDQ4L2gwMC85MzIxOTI3NTA3OTk4LmpwZ3wxM2RjOWEwNjc5NTI5NmU5Y2M5MjJlNzgyYTc2ODAyZTM2MjAwNDc3NTM1NTliYWQ3YmEzOTViMDBmMjM3M2E3,21.0,ELECTRONICS
3533,1696281,Aardee Chest Freezer ARCF600 600LTR,/lulucommercewebservices/v2/medias/1696281-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wxNjUyOXxpbWFnZS9qcGVnfGltYWdlcy9oYjEvaDYyL2gwMC85Mzk1NzkwMDg2MTc0LmpwZ3wwYTc2MjYwM2UwZWMxNjkzNjk3OGNhYTI2NGZmNWUyODljMWVkOGE5NWNhZjhjNjViYjE2ZGRlM2U4YmM4MmVl,1549.0,ELECTRONICS
3553,1679566,Candy Front Load Condenser Dryer CSOC8TE-19 8KG,/lulucommercewebservices/v2/medias/1679566-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3w1MTQ3fGltYWdlL2pwZWd8aW1hZ2VzL2g3Ni9oNTcvaDAwLzk0MDYyMzgzOTIzNTAuanBnfDM5MjMwZjNmNmZkY2M2NjU3YmM3YTY1ZmMyMmY0M2M0MzYwNWRkNGI1NGM5ZWQzNzVlNjY5MjQ4MjcwNjVlYmM,1399.0,ELECTRONICS
3573,689957,Nikai Microwave Oven NMO2309MW 23Ltr,/lulucommercewebservices/v2/medias/689957-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wxNzk0NXxpbWFnZS9qcGVnfGltYWdlcy9oYzIvaDk4LzkxMTM1MTA2NzQ0NjIuanBnfDgzZTQyYTBkOWE4Y2M3NjcxMjIzNTc3MzIxYmU1NTY1YzAwZTI0ZjE1M2YyZTE0ZmU2MWM5Y2UyZmE1NzA1Nzc,209.0,ELECTRONICS
3593,1583183,Skid Fusion Remote Control Glow Power Track Set 88803,/lulucommercewebservices/v2/medias/1583183-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wzMTkzOXxpbWFnZS9qcGVnfGltYWdlcy9oY2QvaGJhL2gwMC85MzQyOTcxMTUwMzY2LmpwZ3xiNTA1YjZhYjFhMzFmMzE1OWRiMjVjYmM3ZDZjNDY0ZmY5NTZjYTVhYmU2ZjQ2YTliMjRiNmRiMzdhZWUzZTU2,69.0,OTHERS
3613,1559995,Fabiola Fashion Doll KT2200GHIJ 50cm Assorted,/lulucommercewebservices/v2/medias/1559995-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wyODU5N3xpbWFnZS9qcGVnfGltYWdlcy9oYjIvaGY5L2gwMC85MzMzOTg0NjkwMjA2LmpwZ3xlZTI0MDdiZDMwNTlhZjc4YTU3YjMxMDUzMmNmMTY3ZTFkNTAyNDFjYTI5YzczZDJmOTA3MTNiOTI1ODk5Njg4,55.0,OTHERS
3633,1510621,Remote Control Model Car 1:12 3688-K36A Assorted Colors,/lulucommercewebservices/v2/medias/1510621-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wyNTYyOHxpbWFnZS9qcGVnfGltYWdlcy9oZTgvaDNhL2gwMC85MzI1ODM4NDAxNTY2LmpwZ3xhYmYxZjk1NzNhZDM5NzAxMmE5NzhjMjIyMDY0YWQ5Njc0ZDVjYWJmMDVlNjNmMWY1YzRkMmFmODIwNGZjZTM1,79.0,OTHERS
3653,1637926,Feber Ride on Moto Flowly 800008234,/lulucommercewebservices/v2/medias/1637926-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wzMTU2N3xpbWFnZS9qcGVnfGltYWdlcy9oNmMvaGFlL2gwMC85Mjc4MjQwODgyNzE4LmpwZ3w2YTkxZWJjMDhmN2Y0YjMxYjFjNDRmYWJmYmEyZjI0Y2YyZDE0MjQyN2UyYjAxNTk1M2E2ZTBlMTYwMzdjMGVm,199.0,OTHERS
3673,1470889,Hitachi Microwave Oven HMRD2311 23Ltr,/lulucommercewebservices/v2/medias/1470889-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wyNDU2OHxpbWFnZS9qcGVnfGltYWdlcy9oNjEvaDViLzkxODM5NTYyNzExMzQuanBnfGE4OTRkMWQ3M2E0Njc3YTcyZjAyZmIxZDkzMWU3NzMwZjAyY2JjMjdjOWY3NGVmNzIyY2Y0MzE2N2QzYjE2ZDM,319.0,ELECTRONICS
3693,1476743,Hitachi Microwave Oven HMRD2011 20Ltr,/lulucommercewebservices/v2/medias/1476743-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wxMTU4NTAzfGltYWdlL2pwZWd8aW1hZ2VzL2g1OC9oZWEvaDAwLzkyMTI3MzU0NTUyNjIuanBnfDA2NGZiNjU5ZDkxMWE4Njg4ODdkMDdiYjNhMjdkNjBmYjJlZmJkNDkxZDM4MTU1YjUwYjEyMzViOTE3MzY5YmQ,329.0,ELECTRONICS
3713,1527966,First Step Baby Stroller K-617 Assorted Color,/lulucommercewebservices/v2/medias/1527966-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wyOTA1MnxpbWFnZS9qcGVnfGltYWdlcy9oYTAvaDkxL2gwMC85MzIxOTIzMzc5MjMwLmpwZ3w3NWZlMmNjNmNjZjY2NGM2MTI0NjEwMDVkMmQ2N2NhYzA2OWY3YTBmOWI5ZWFiYjc1YTk2ZTVmMWYxYmFiOGVl,499.0,FASHION
3733,1325282,Fabiola Baby-Doll With Walker 86828,/lulucommercewebservices/v2/medias/1325282-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wzMTM2NHxpbWFnZS9qcGVnfGltYWdlcy9oMTAvaDllLzkxNzc0Mjk3Mzc1MDIuanBnfGRlNTQ2MjQ1NTNhYTc1ZTdhNzlkN2Q1ZjQ5YjY1NmQxMDgwYThkZDI5ODdmZGU3YmQ3NGUyNGUzMDIwYjRkZWQ,79.0,OTHERS
3753,1590934,LG Side by Side Refrigerator GR-B257KQDV 627Ltr,/lulucommercewebservices/v2/medias/1590934-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wxNTgzNHxpbWFnZS9qcGVnfGltYWdlcy9oODYvaDYxL2gwMC85MjMzMjA1NDYxMDIyLmpwZ3w1NGU1MzQ5ZmY1MWZhZDhmMTYyMWZjZmVlYjY4N2I3OGY1YzljNDExMTg3N2UyNTlhOWUwN2E2NWUzMThmMzI4,4309.0,ELECTRONICS
3773,1404774,Skid Fusion B/O Swing Goose 828,/lulucommercewebservices/v2/medias/1404774-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wzMTEyNnxpbWFnZS9qcGVnfGltYWdlcy9oZDMvaDcyLzkxNzc2NDg3NTg4MTQuanBnfDdlOWFhZTJjMDgzMGU4Nzg2MGMwMmMwNGI0OGRmNTZhMjkyYzFmZmNiMDcxZTMwNGYyNzNmOGU2NDdiZjc1ZDE,99.0,OTHERS
3793,1605767,"Minnie School Trolley 5in1 Set 101017 18""",/lulucommercewebservices/v2/medias/1605767-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wzMjI3OXxpbWFnZS9qcGVnfGltYWdlcy9oMmEvaDEzL2gwMC85MjQ0MTUyNjI3MjMwLmpwZ3w3MWM3NzBkNzE4MzJjMDZlNjFjNDI5MTIyNDA2ZTE0ZTA1MTE2YWU1OTE4ZThhMDdmNGE2MmJmOWU5Yjk5MDNl,169.0,ELECTRONICS
3813,1423628,Kenwood Blender BLP304 450W,/lulucommercewebservices/v2/medias/1423628-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3w4NTQyfGltYWdlL2pwZWd8aW1hZ2VzL2hmMS9oOTQvaDAwLzkxOTE2ODU1MjE0MzguanBnfDc1MTk1ZDZiNWFhMDc5Y2FjOTljNzI3Yzc4MDQyYzYxZjE4NDVmNDNjMWQwZjkxMmMwOTY0MjU3N2U3YjEyZjY,149.0,ELECTRONICS
3833,1289275,LG Microwave Oven MS4295CIS 42Ltr,/lulucommercewebservices/v2/medias/1289275-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wxNTQwNnxpbWFnZS9qcGVnfGltYWdlcy9oNTkvaDg4LzkwODg0Nzg3NzMyNzguanBnfDRkMTgxY2EwYjJmNmY2YTVlNDJhOWYwOTlhZWQ2OWM4MjA2NThjMzAxYTVjZTE3ZGZmNzExMGM0MGFmMzJkZDk,734.0,ELECTRONICS
3853,1571822,Skid Fusion Cash Register Play Set Assorted BB209305,/lulucommercewebservices/v2/medias/1571822-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wyODk2OHxpbWFnZS9qcGVnfGltYWdlcy9oNDkvaDliL2gwMC85MzE0ODI3MDc1NjE0LmpwZ3w5NWU4ODFiZjU4ZGFhNDE5NjViYjZkZmRlODAxMzZlZDQ2MTJkZDMxN2IxOTNiZmJlZDk1NmFlMmEzYmIwMWE4,59.0,OTHERS
3873,1656009,Tri-wheeler RC Stunt Car 5588617 Assorted,/lulucommercewebservices/v2/medias/1656009-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wzOTEwMXxpbWFnZS9qcGVnfGltYWdlcy9oZDYvaDBlL2gwMC85MzM4MzM2MTQ5NTM0LmpwZ3w5MDJlOTJlYmNhMDNiMjJjZWYwNWE5YjY3NzRjYjJiY2VjNjkyNjg0OTg4MTFkMGNjYjMzOGNiNjk3MTU1OGNh,119.0,OTHERS
3893,1084914,Electrolux Front Load Washing Machine EWF1284EDW 8Kg,/lulucommercewebservices/v2/medias/1084914-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wyMTc2MnxpbWFnZS9qcGVnfGltYWdlcy9oM2MvaDc1LzkwOTYxNDEyMDk2MzAuanBnfDllMWQzYTEzNmU5NjE2ZjA1ZGJiNzEwYzE3MGFhNWM2OTU2MzZhM2MzMDBhMGE1NmNlYmRlYmFiZGQyMzhjNzk,1999.0,ELECTRONICS
3913,1457546,Hitachi Double Door Refrigerator RV710PUK7K 710Ltr,/lulucommercewebservices/v2/medias/1457546-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wxNzg5MHxpbWFnZS9qcGVnfGltYWdlcy9oYWIvaGIwLzkwNzg0Mzc3NDA1NzQuanBnfGM2MzEzMDk3ZGE3NDRjYWU2NWY0ZjY0NmFiMjFkZjkyMzQ3YjUyNDVlNmQyYjljYjBjZTFiN2I2NzdjZTVjMmY,3149.0,ELECTRONICS
3933,1599938,Cellini Bravo 4Wheel Hard Trolley 65cm Maroon,/lulucommercewebservices/v2/medias/1599938-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wyMjU3NXxpbWFnZS9qcGVnfGltYWdlcy9oYjkvaDMyL2gwMC85MjQ4NTgwMTczODU0LmpwZ3xjNzYxNzEwNGVkNTlmOTY3ZmY5ZmI0NjU3ZjA0NGRkZTA5ZTAyMmZkOGY0ODFjNzcwYzliMjBkYWE1YzBkMmM1,89.0,FASHION
3953,1323445,Hauser Sparkle Gel Pen 10's H6062S,/lulucommercewebservices/v2/medias/1323445-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wzMzQyNHxpbWFnZS9qcGVnfGltYWdlcy9oOTMvaDY2LzkxMDU4MTQ4NDc1MTguanBnfGQ2NmNiYTJmZmI2ODAwYmVkOThkNjEzMGY1NWYwZjE4OTQ4NzJmZmYxNzE5N2ViNDFjNWZiNmM4OWE4YTQ5NjU,9.5,ELECTRONICS
3973,5927,Faber- Castell Color Pencil 115828 36's,/lulucommercewebservices/v2/medias/5927-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wyMzU4fGltYWdlL2pwZWd8aW1hZ2VzL2g1Yy9oYWUvOTExMTAzNDUyNzc3NC5qcGd8MjU5ZDZlYzFmNjZmMWE2ZjBiMmY2MTM4YWJlNjkyZDAzMmI3OWE0ZDUwMGNhODg3NzU3M2FkMjQ1MWVlYzc3Yg,44.25,ELECTRONICS
3993,580610,Tramontina Meat Knife GN-24620/120 10inch,/lulucommercewebservices/v2/medias/580610-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wxMTQ5MHxpbWFnZS9qcGVnfGltYWdlcy9oMmMvaDFiLzkxMTA3ODU2ODc1ODIuanBnfDRkZDVhMWI5ZTljNzcwMGFjMmJiMTdiOTNkY2E1N2Y3ZWMxZmIxYWQ3MTAyYjg2NDgwN2FhMzZiYTU3ZGQ5ZmQ,57.0,ELECTRONICS
4013,584977,3M Scotch Multi Purpose Scissor 7inches 1Pc,/lulucommercewebservices/v2/medias/584977-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wzMjY1OHxpbWFnZS9qcGVnfGltYWdlcy9oODkvaGEzLzkxNzg4NTEyNDYxMTAuanBnfDYzNzEyZmFiY2ZjNDQxMDYwOTZhYmMzNTc0NWVhMWNiZTUzYmE5ODkzOWM0NDdlZmExZjdkMzc1NjAxNmIxMjI,7.5,ELECTRONICS
4033,1262041,Pilot Frixion Roller Pen 6 Piece FR7,/lulucommercewebservices/v2/medias/1262041-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wzMTM2MHxpbWFnZS9qcGVnfGltYWdlcy9oZWYvaDJhLzkxMDMwNDM1MjY2ODYuanBnfDZiNzA5Yjc5MDc2ZGRiODRhZjI2NTY4ODFjZGI3ZWI0Njk5MGQ2NmQwYzlhYzFkNGE0Njc0N2NmNjZmYmVkZjg,38.0,ELECTRONICS
4053,566542,Bic Kids Crayons 12's 829770,/lulucommercewebservices/v2/medias/566542-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3w1MDU5fGltYWdlL2pwZWd8aW1hZ2VzL2hmZC9oNzQvOTE3ODgzNDE0MTIxNC5qcGd8NTg5MmRlOTRjY2E1Zjc0YzkwYWM3NjdjMGE2NGU5MTQ4ZTZiNDhkMjRiNTZlZjIyZTc1YmM3NDcyMjkyYjA1Yg,10.25,ELECTRONICS
4073,1550713,Uni-Ball Signo Gel Pen UM120 6's,/lulucommercewebservices/v2/medias/1550713-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wzNzAwfGltYWdlL2pwZWd8aW1hZ2VzL2gxYi9oMTAvaDAwLzkyNDgwNTA4MDY4MTQuanBnfGZhZjU4YWU5Y2M0Zjc0ODEzY2I5NThiOWUwMjQ3MzM4YmM1YmZjYmVhZWIzODM5ZTNmY2YxYTIyMWNhYWYyNGE,24.0,ELECTRONICS
4093,846692,Prestige Non Stick Cookware Set 7pcs,/lulucommercewebservices/v2/medias/846692-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wyNDQ5NHxpbWFnZS9qcGVnfGltYWdlcy9oODEvaDA0LzkxMTgzMjIwMzI2NzAuanBnfDI3NzA5NWQxNjY1ZDEzNzJkZjYzN2U1NDczNzMzN2IzNDEzOTBkYTlkYWYxNjQyNjg1YWM2Mzk3MmNlMzg0NDM,199.0,ELECTRONICS
4113,1575304,PUMA S Backpack Black 07558101,/lulucommercewebservices/v2/medias/1575304-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wzNDMyOXxpbWFnZS9qcGVnfGltYWdlcy9oOTQvaDI5L2gwMC85MjI0NDIyNjg2NzUwLmpwZ3w3OWFmNDhlYjFlNzA1ODllMDYyMjU3ZTJmODFlMmEzMGIzOWU1NzFjNjhmZDQyYzJhNTgyNjQ5NTQxN2ZjZjJl,165.0,FASHION
4133,1577167,LG Split Air Conditioner i38TKF 3Ton,/lulucommercewebservices/v2/medias/1577167-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wxMjk0fGltYWdlL2pwZWd8aW1hZ2VzL2gxZC9oMDIvaDAwLzkyNTg4NDI0MjMzMjYuanBnfDJlM2ExOWJiNDM3NjZjMGU3Y2QwZDU0MzVlNjI1ZjcyZDgzNzI4ZDc1NTkxNTc3ZTdkZjExNGEzNzQxMGI0MmM,5999.0,ELECTRONICS
4153,1584905,Samsung Double Door Refrigerator RT45K5000WW 450Ltr,/lulucommercewebservices/v2/medias/1584905-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wyMDQ3OXxpbWFnZS9qcGVnfGltYWdlcy9oODAvaDdjL2gwMC85MjI3NzI2MTI3MTM0LmpwZ3w4NWJjZWEwMmI2Y2U2ZWFjNzAyMzU2Y2M4YjRlN2Q1ZjQzZGI4YjYzNThkNmM4ZjdhZjFhMjA1ZTkwZGY4MDcx,1859.0,ELECTRONICS
4173,1196850,Bergner Stainless Steel Casserole 20cm Assorted Colors,/lulucommercewebservices/v2/medias/1196850-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wxNTA3OXxpbWFnZS9qcGVnfGltYWdlcy9oYjcvaGNmL2gwMC85MjcxMTk4OTczOTgyLmpwZ3xjMGQyNTE5ZDFjMzY5OWUxOGQ5MzY4MWNkMzJiM2Y4OGJhMGNiNDc0ZGQwYjY3N2UyNWQyMDNjMjY4YzVlZWFh,119.0,ELECTRONICS
4193,1613607,Uni-Ball Ball Point Jet stream 0.7mm 6's,/lulucommercewebservices/v2/medias/1613607-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wzNzU2fGltYWdlL2pwZWd8aW1hZ2VzL2hiZi9oNjQvaDAwLzkyNDgwNjUwMjgxMjYuanBnfDc5YTA5MGM2NzVmN2U0ZDMzYmE5ZjBmODEwYzJjNTc5ZDMwOGU5MTQ5MjBkZDUyZmQyNzQyZjFlY2U3N2JmNDU,22.5,ELECTRONICS
4213,1615888,Reynolds Pen Trimax Blister 4Pc,/lulucommercewebservices/v2/medias/1615888-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wyMTIzNXxpbWFnZS9qcGVnfGltYWdlcy9oMzEvaGIzL2gwMC85MjUwNDkxMTcwODQ2LmpwZ3xhZDExZTk4NjYyYjYwZTgwMzgzYmZmNTNiNGMyOTg4NzY5NWI1ZGNmODJiZWE1MDRiMWI1MGZjYTk4YjQ5YTk2,18.0,ELECTRONICS
4233,1623998,AKY Non Stick Cookware Set Marble Design 7pcs Assorted Colors,/lulucommercewebservices/v2/medias/1623998-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wyMzQ4MnxpbWFnZS9qcGVnfGltYWdlcy9oYjUvaGUzL2gwMC85Mjc1NDA5NDY1Mzc0LmpwZ3xmZGM4N2MxOThiMTk3MDRiMTVhZWFiMmQzZWRhMTcwNjBhMGVjMWY2ZmQ1NzJhYTMxZGMxN2YyZWQzMGZkMTY3,339.0,ELECTRONICS
4253,933196,Tramontina  Polywood Butchery Knife 21139/176 6inch,/lulucommercewebservices/v2/medias/933196-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wxNzI1NXxpbWFnZS9qcGVnfGltYWdlcy9oNjYvaDBlLzkxMjIyNDYwMDA2NzAuanBnfDJlNWNjZTM2NTE4MTIxYzRhNTlhZmU5NmRmZTRlNzEzYzY2NWQ5N2RmOGVlNDUwNzFlNTk2YWJlMmNiZDU5ZDI,28.5,ELECTRONICS
4273,397650,Prestige Cookware Set 22pcs,/lulucommercewebservices/v2/medias/397650-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wyMTE5MHxpbWFnZS9qcGVnfGltYWdlcy9oNjgvaGEzL2gwMC85MzAxMzQxOTI5NTAyLmpwZ3xiZTQ0NzA2ZTQxNWVkODQyOWUyMGYxNDdkMTc3NWZhMGFmODJlMTVkZWQ1ZGQwMWM2NzdiNzQ0M2Q3NzNlYWU0,429.5,ELECTRONICS
4293,5324,Staedtler Color Pencil 12 Piece,/lulucommercewebservices/v2/medias/5324-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3w0MDM0MHxpbWFnZS9qcGVnfGltYWdlcy9oNjAvaDNhLzkxMDk0NjM0OTg3ODIuanBnfGI1ZWRkNzM4MjI0NzYyMzQxN2U3MWFkZjg1NTZkMWRmM2U4NjE4M2M5YmMyOGVhZTA1NTNjNTNlOWVhZDNmMTQ,9.0,ELECTRONICS
4313,1268558,Wagon R 4 Wheel Soft Trolley 30inch Assorted Color,/lulucommercewebservices/v2/medias/1268558-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wyMTE0MXxpbWFnZS9qcGVnfGltYWdlcy9oZTAvaGU5LzkxNzcxMjkzODYwMTQuanBnfDYzNWQ2YzI3YzYxMmMyMmU4MzZjNmQ0NDBhOTlmZDdjNjFkMjBkZjA1M2ZkZDEzM2M5MGM0MDQyYTc0OTEyZWI,314.0,FASHION
4333,1115095,Delsey Helium Shadow 4Wheel Hard Trolley 70cm Blue,/lulucommercewebservices/v2/medias/1115095-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wyMDkyfGltYWdlL2pwZWd8aW1hZ2VzL2g2Ny9oY2IvOTA5ODUzNTUwMTg1NC5qcGd8MGRhNGYxZWM1ODAzN2RmZTIwNDI2YjYwYTk1M2ZjYzI4OGY5NzA0NDM5NjU2MWYxYTI1NGRiYjJhMTAxZjhmMw,699.0,FASHION
4353,139078,Prestige kitchen  Knife-1977 pc,/lulucommercewebservices/v2/medias/139078-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3w2MjE0fGltYWdlL2pwZWd8aW1hZ2VzL2gzZS9oODMvaDAwLzkxOTA2MzY2NTA1MjYuanBnfDAyNTY5ZWUzNmViNDgzOWM5NzYxMTcyMTA1NTg5NTg0YjMyOWI1Zjc1ODBlOWE3OWU3NjUxYmExY2NlYzExYWQ,30.5,ELECTRONICS
